"","concentration","seasons","location","lake"
"953",11271.9745617551,"2","neardam","Arkabutla Lake"
"954",62517.2692775686,"2","neardam","Arkabutla Lake"
"955",36982.8179780266,"2","neardam","Arkabutla Lake"
"956",19588.4467350599,"2","neardam","Arkabutla Lake"
"957",12246.1619926505,"2","neardam","Arkabutla Lake"
"958",6486.34433548237,"2","neardam","Arkabutla Lake"
"959",19588.4467350599,"2","neardam","Arkabutla Lake"
"960",50118.7233627272,"2","neardam","Arkabutla Lake"
"961",39084.0895792402,"2","neardam","Arkabutla Lake"
"962",42461.9563946313,"2","neardam","Arkabutla Lake"
"963",32210.6879128343,"2","neardam","Arkabutla Lake"
"964",21281.3904598271,"2","neardam","Arkabutla Lake"
"965",6486.34433548237,"2","neardam","Arkabutla Lake"
"966",42461.9563946313,"2","neardam","Arkabutla Lake"
"967",57543.9937337157,"2","neardam","Arkabutla Lake"
"968",21877.6162394955,"2","neardam","Arkabutla Lake"
"969",6486.34433548237,"2","neardam","Arkabutla Lake"
"970",20137.2424986239,"2","neardam","Arkabutla Lake"
"971",6486.34433548237,"2","neardam","Arkabutla Lake"
"972",20137.2424986239,"3","neardam","Arkabutla Lake"
"973",21877.6162394955,"3","neardam","Arkabutla Lake"
"974",17538.8050184176,"3","neardam","Arkabutla Lake"
"975",55975.760149511,"3","neardam","Arkabutla Lake"
"976",135518.941235103,"3","neardam","Arkabutla Lake"
"977",118032.063565173,"3","neardam","Arkabutla Lake"
"978",159955.802861467,"3","neardam","Arkabutla Lake"
"979",6486.34433548237,"3","neardam","Arkabutla Lake"
"980",6486.34433548237,"3","neardam","Arkabutla Lake"
"981",6486.34433548237,"3","neardam","Arkabutla Lake"
"982",121338.885046498,"3","neardam","Arkabutla Lake"
"983",6486.34433548237,"3","neardam","Arkabutla Lake"
"984",6486.34433548237,"3","neardam","Arkabutla Lake"
"985",164437.172321493,"3","neardam","Arkabutla Lake"
"986",188799.134909629,"3","neardam","Arkabutla Lake"
"987",169044.093164326,"3","neardam","Arkabutla Lake"
"988",205116.217882556,"3","neardam","Arkabutla Lake"
"989",143218.789927354,"3","neardam","Arkabutla Lake"
"990",6486.34433548237,"3","neardam","Arkabutla Lake"
"991",176197.604641163,"3","neardam","Arkabutla Lake"
"992",6486.34433548237,"3","neardam","Arkabutla Lake"
"993",105681.750921366,"3","neardam","Arkabutla Lake"
"994",255858.588690565,"3","neardam","Arkabutla Lake"
"995",183653.834334835,"3","neardam","Arkabutla Lake"
"996",293764.965196153,"3","neardam","Arkabutla Lake"
"997",263026.799189538,"3","neardam","Arkabutla Lake"
"998",121338.885046498,"3","neardam","Arkabutla Lake"
"999",301995.172040201,"3","neardam","Arkabutla Lake"
"1000",248885.731828239,"4","neardam","Arkabutla Lake"
"1001",409260.659730011,"4","neardam","Arkabutla Lake"
"1002",199526.231496888,"4","neardam","Arkabutla Lake"
"1003",183653.834334835,"4","neardam","Arkabutla Lake"
"1004",337287.308658869,"4","neardam","Arkabutla Lake"
"1005",337287.308658869,"4","neardam","Arkabutla Lake"
"1006",277971.326775929,"4","neardam","Arkabutla Lake"
"1007",173780.082874937,"4","neardam","Arkabutla Lake"
"1008",105681.750921366,"4","neardam","Arkabutla Lake"
"1009",118032.063565173,"4","neardam","Arkabutla Lake"
"1010",205116.217882556,"4","neardam","Arkabutla Lake"
"1011",263026.799189538,"4","neardam","Arkabutla Lake"
"1012",432513.831035009,"4","neardam","Arkabutla Lake"
"1013",248885.731828239,"4","neardam","Arkabutla Lake"
"1014",210862.814993329,"4","neardam","Arkabutla Lake"
"1015",376703.798983909,"4","neardam","Arkabutla Lake"
"1016",263026.799189538,"4","neardam","Arkabutla Lake"
"1017",255858.588690565,"4","neardam","Arkabutla Lake"
"1018",242102.904673618,"4","neardam","Arkabutla Lake"
"1019",285759.054337495,"4","neardam","Arkabutla Lake"
"1020",496592.321450336,"4","neardam","Arkabutla Lake"
"1021",356451.133426244,"4","neardam","Arkabutla Lake"
"1022",387257.644921617,"4","neardam","Arkabutla Lake"
"1023",310455.958812836,"4","neardam","Arkabutla Lake"
"1024",398107.170553497,"4","neardam","Arkabutla Lake"
"1025",398107.170553497,"4","neardam","Arkabutla Lake"
"1026",751622.894018205,"4","neardam","Arkabutla Lake"
"1027",602559.586074357,"4","neardam","Arkabutla Lake"
"1028",510504.999975406,"4","neardam","Arkabutla Lake"
"1029",586138.164514028,"4","neardam","Arkabutla Lake"
"1030",510504.999975406,"4","neardam","Arkabutla Lake"
"1031",310455.958812836,"4","neardam","Arkabutla Lake"
"1032",139315.68029453,"4","neardam","Arkabutla Lake"
"1033",255858.588690565,"4","neardam","Arkabutla Lake"
"1034",255858.588690565,"4","neardam","Arkabutla Lake"
"1035",496592.321450336,"4","neardam","Arkabutla Lake"
"1036",483058.802039773,"4","neardam","Arkabutla Lake"
"1037",457088.189614875,"4","neardam","Arkabutla Lake"
"1038",376703.798983909,"4","neardam","Arkabutla Lake"
"1039",337287.308658869,"4","neardam","Arkabutla Lake"
"1040",524807.460249772,"4","neardam","Arkabutla Lake"
"1041",337287.308658869,"4","neardam","Arkabutla Lake"
"1042",554625.71295791,"4","neardam","Arkabutla Lake"
"1043",178648.757485205,"4","neardam","Arkabutla Lake"
"1044",469894.108605215,"4","neardam","Arkabutla Lake"
"1045",293764.965196153,"4","neardam","Arkabutla Lake"
"1046",235504.928389601,"4","neardam","Arkabutla Lake"
"1047",387257.644921617,"4","neardam","Arkabutla Lake"
"1048",301995.172040201,"4","neardam","Arkabutla Lake"
"1049",293764.965196153,"4","neardam","Arkabutla Lake"
"1050",270395.836410884,"4","neardam","Arkabutla Lake"
"1051",242102.904673618,"4","neardam","Arkabutla Lake"
"1052",52966.3443891658,"4","neardam","Arkabutla Lake"
"1053",20701.4134879104,"1","neardam","Arkabutla Lake"
"1054",18030.1774085957,"1","neardam","Arkabutla Lake"
"1055",105681.750921366,"1","neardam","Arkabutla Lake"
"1056",84722.7414140596,"1","neardam","Arkabutla Lake"
"1057",30478.9498962798,"1","neardam","Arkabutla Lake"
"1058",60813.5001278718,"1","neardam","Arkabutla Lake"
"1059",105681.750921366,"1","neardam","Arkabutla Lake"
"1060",67920.3632617184,"1","neardam","Arkabutla Lake"
"1061",84722.7414140596,"1","neardam","Arkabutla Lake"
"1062",73790.4230129101,"1","neardam","Arkabutla Lake"
"1063",337287.308658869,"1","neardam","Arkabutla Lake"
"1064",43651.5832240166,"1","neardam","Arkabutla Lake"
"1065",139315.68029453,"1","neardam","Arkabutla Lake"
"1066",29648.3138952434,"1","neardam","Arkabutla Lake"
"1067",71779.4291271362,"1","neardam","Arkabutla Lake"
"1068",183653.834334835,"1","neardam","Arkabutla Lake"
"1069",20701.4134879104,"1","neardam","Arkabutla Lake"
"1070",67920.3632617184,"1","neardam","Arkabutla Lake"
"1071",143218.789927354,"1","neardam","Arkabutla Lake"
"1072",20137.2424986239,"1","neardam","Arkabutla Lake"
"1073",111686.324778056,"1","neardam","Arkabutla Lake"
"1074",20137.2424986239,"1","neardam","Arkabutla Lake"
"1075",32210.6879128343,"2","neardam","Arkabutla Lake"
"1076",6486.34433548237,"2","neardam","Arkabutla Lake"
"1077",6486.34433548237,"2","neardam","Arkabutla Lake"
"1078",66069.3448007596,"2","neardam","Arkabutla Lake"
"1079",22490.5460583578,"2","neardam","Arkabutla Lake"
"1080",255858.588690565,"2","neardam","Arkabutla Lake"
"1081",7046.93068967147,"2","neardam","Arkabutla Lake"
"1082",6854.88226452661,"2","neardam","Arkabutla Lake"
"1083",28840.3150312661,"3","neardam","Arkabutla Lake"
"1084",12246.1619926505,"3","neardam","Arkabutla Lake"
"1085",159955.802861467,"4","neardam","Arkabutla Lake"
"1086",46131.7574560379,"4","neardam","Arkabutla Lake"
"1087",28840.3150312661,"1","neardam","Arkabutla Lake"
"1088",337287.308658869,"2","neardam","Arkabutla Lake"
"1089",108642.562361706,"2","neardam","Arkabutla Lake"
"1090",82413.8115013002,"2","neardam","Arkabutla Lake"
"1091",51522.8644581756,"2","neardam","Arkabutla Lake"
"1092",8317.63771102671,"3","neardam","Arkabutla Lake"
"1093",67920.3632617184,"4","neardam","Arkabutla Lake"
"1094",319153.785510076,"4","neardam","Arkabutla Lake"
"1095",23120.6479017559,"1","neardam","Arkabutla Lake"
"1096",19588.4467350599,"1","neardam","Arkabutla Lake"
"1097",17060.8238900312,"2","neardam","Arkabutla Lake"
"1098",97274.7223776964,"2","neardam","Arkabutla Lake"
"1099",87096.3589956081,"2","neardam","Arkabutla Lake"
"1100",62517.2692775686,"3","neardam","Arkabutla Lake"
"1101",17060.8238900312,"3","neardam","Arkabutla Lake"
"1102",55975.760149511,"4","neardam","Arkabutla Lake"
"1103",25822.601906346,"4","neardam","Arkabutla Lake"
"1104",16595.8690743756,"1","neardam","Arkabutla Lake"
"1105",80167.8063387679,"1","neardam","Arkabutla Lake"
"1106",27289.7778280804,"1","neardam","Arkabutla Lake"
"1107",97274.7223776964,"1","neardam","Arkabutla Lake"
"1108",8317.63771102671,"1","neardam","Arkabutla Lake"
"1109",242102.904673618,"2","neardam","Arkabutla Lake"
"1110",47424.1985260244,"2","neardam","Arkabutla Lake"
"1111",14060.4752412991,"2","neardam","Arkabutla Lake"
"1112",6854.88226452661,"3","neardam","Arkabutla Lake"
"1113",17060.8238900312,"3","neardam","Arkabutla Lake"
"1114",21877.6162394955,"3","neardam","Arkabutla Lake"
"1115",8550.66712884682,"3","neardam","Arkabutla Lake"
"1116",52966.3443891658,"3","neardam","Arkabutla Lake"
"1117",84722.7414140596,"3","neardam","Arkabutla Lake"
"1118",11271.9745617551,"4","neardam","Arkabutla Lake"
"1119",12246.1619926505,"4","neardam","Arkabutla Lake"
"1120",9549.92586021435,"4","neardam","Arkabutla Lake"
"1121",21281.3904598271,"4","neardam","Arkabutla Lake"
"1122",25118.8643150958,"4","neardam","Arkabutla Lake"
"1123",15275.6605823807,"4","neardam","Arkabutla Lake"
"1124",7244.35960074989,"1","neardam","Arkabutla Lake"
"1125",143218.789927354,"1","neardam","Arkabutla Lake"
"1126",43651.5832240166,"1","neardam","Arkabutla Lake"
"1127",28840.3150312661,"1","neardam","Arkabutla Lake"
"1128",19588.4467350599,"1","neardam","Arkabutla Lake"
"1129",43651.5832240166,"1","neardam","Arkabutla Lake"
"1130",24434.3055269397,"1","neardam","Arkabutla Lake"
"1131",11912.4200802737,"1","neardam","Arkabutla Lake"
"1132",21877.6162394955,"1","neardam","Arkabutla Lake"
"1133",28054.3363795171,"1","neardam","Arkabutla Lake"
"1134",17060.8238900312,"1","neardam","Arkabutla Lake"
"1135",10092.5288607668,"1","neardam","Arkabutla Lake"
"1136",51522.8644581756,"2","neardam","Arkabutla Lake"
"1137",11587.7735615513,"2","neardam","Arkabutla Lake"
"1138",155596.563160508,"2","neardam","Arkabutla Lake"
"1139",20701.4134879104,"2","neardam","Arkabutla Lake"
"1140",73790.4230129101,"2","neardam","Arkabutla Lake"
"1141",59156.1634175474,"2","neardam","Arkabutla Lake"
"1142",210862.814993329,"2","neardam","Arkabutla Lake"
"1143",84722.7414140596,"2","neardam","Arkabutla Lake"
"1144",28054.3363795171,"2","neardam","Arkabutla Lake"
"1145",28840.3150312661,"2","neardam","Arkabutla Lake"
"1146",44874.5389933132,"3","neardam","Arkabutla Lake"
"1147",40179.081084894,"3","neardam","Arkabutla Lake"
"1148",64268.7717317019,"3","neardam","Arkabutla Lake"
"1149",35974.9335155742,"3","neardam","Arkabutla Lake"
"1150",18535.3162341481,"3","neardam","Arkabutla Lake"
"1151",92044.957175317,"4","neardam","Arkabutla Lake"
"1152",210862.814993329,"4","neardam","Arkabutla Lake"
"1153",229086.765276777,"4","neardam","Arkabutla Lake"
"1154",337287.308658869,"4","neardam","Arkabutla Lake"
"1155",248885.731828239,"4","neardam","Arkabutla Lake"
"1156",35974.9335155742,"1","neardam","Arkabutla Lake"
"1157",26546.0556197554,"1","neardam","Arkabutla Lake"
"1158",73790.4230129101,"1","neardam","Arkabutla Lake"
"1159",55975.760149511,"1","neardam","Arkabutla Lake"
"1160",31332.8572431559,"1","neardam","Arkabutla Lake"
"1161",17060.8238900312,"1","neardam","Arkabutla Lake"
"1162",9817.47943019984,"1","neardam","Arkabutla Lake"
"1163",7046.93068967147,"1","neardam","Arkabutla Lake"
"1164",50815.944256056,"2","neardam","Arkabutla Lake"
"1165",128233.058265602,"2","neardam","Arkabutla Lake"
"1166",6668.06769213622,"2","neardam","Arkabutla Lake"
"1167",82413.8115013002,"2","neardam","Arkabutla Lake"
"1168",105681.750921366,"2","neardam","Arkabutla Lake"
"1169",18535.3162341481,"2","neardam","Arkabutla Lake"
"1170",38018.9396320561,"2","neardam","Arkabutla Lake"
